Student_ID,Semester,Age,Gender,Attendance_Percentage,Previous_CGPA,Internal_Marks,Assignment_Completion,Study_Hours_Per_Week,Backlogs,Stress_Level,Motivation_Level,Sleep_Hours,Family_Support,Internet_Access,Extracurricular,Financial_Difficulty,Mental_Wellbeing,Screen_Time_Hours,Commute_Time_Minutes,Academic_Risk
S00245,2,24,Male,89,7.49,74,74,19,0,4,7,8.5,No,Yes,No,No,4,6.2,40,0
S00246,8,20,Female,62,5.46,66,66,10,1,4,5,6.1,Yes,Yes,No,No,4,8.3,49,1
S00247,6,20,Male,68,5.94,86,60,24,0,1,4,6.2,No,Yes,Yes,No,9,7.7,76,0
S00248,7,17,Female,64,8.2,64,100,15,1,3,4,5.8,Yes,Yes,No,No,9,8.8,49,0
S00249,2,20,Female,83,6.68,62,74,11,0,7,5,7.8,Yes,Yes,Yes,Yes,2,2.9,27,0
S00250,4,17,Female,73,7.85,58,58,7,1,6,3,7.0,Yes,Yes,Yes,No,6,6.9,34,1
S00251,8,21,Male,79,6.38,87,54,12,0,7,4,8.3,Yes,Yes,Yes,No,2,8.8,29,0
S00252,1,17,Female,68,8.05,72,60,11,1,5,7,6.3,Yes,Yes,Yes,No,2,3.3,25,0
S00253,3,19,Male,82,7.27,72,100,7,1,7,8,7.5,Yes,Yes,Yes,No,2,4.8,58,0
S00254,3,22,Female,66,9.01,75,85,21,2,2,6,6.3,Yes,Yes,Yes,No,2,3.0,31,0
S00255,5,19,Male,53,7.45,73,53,6,0,7,7,7.5,Yes,Yes,No,No,6,4.6,63,1
S00256,2,17,Female,61,7.88,56,77,12,0,4,7,7.8,Yes,Yes,Yes,No,6,7.3,39,0
S00257,1,23,Female,69,7.76,70,76,20,1,7,6,6.7,Yes,Yes,Yes,No,3,8.0,10,0
S00258,5,22,Male,89,5.43,70,80,6,1,3,8,7.0,Yes,Yes,No,No,3,5.1,52,0
S00259,5,18,Female,73,5.91,59,66,21,0,4,5,6.9,Yes,Yes,Yes,Yes,7,7.3,33,0
S00260,5,23,Male,68,7.66,81,61,19,2,4,6,6.2,Yes,Yes,No,Yes,5,3.5,53,0
S00261,4,19,Male,75,8.39,67,64,9,0,4,6,4.8,No,Yes,Yes,Yes,3,6.0,51,0
S00262,7,17,Female,86,7.48,56,35,25,3,7,5,5.1,Yes,Yes,Yes,Yes,4,3.4,16,1
S00263,3,17,Male,66,7.19,90,69,7,0,5,2,8.6,Yes,Yes,Yes,No,6,4.7,23,0
S00264,7,22,Male,84,7.15,88,100,14,0,6,2,7.1,Yes,Yes,No,Yes,3,6.6,10,0
S00265,5,22,Female,68,7.85,69,81,19,2,5,4,5.8,No,Yes,Yes,No,6,5.1,18,0
S00266,6,19,Male,60,6.69,63,73,18,0,6,5,6.4,No,Yes,No,Yes,6,7.2,4,1
S00267,2,19,Male,78,7.21,85,75,22,1,3,5,6.4,Yes,Yes,No,No,5,8.1,49,0
S00268,4,22,Male,81,9.05,100,90,17,2,7,5,6.6,Yes,No,Yes,Yes,7,5.9,20,0
S00269,8,17,Female,79,7.66,93,96,17,0,1,5,6.3,Yes,Yes,Yes,No,6,7.6,38,0
S00270,6,20,Male,83,5.78,57,87,12,0,5,4,6.7,Yes,Yes,No,No,6,4.4,55,0
S00271,7,22,Male,61,6.47,76,42,9,0,5,4,6.1,Yes,No,No,Yes,4,7.9,7,1
S00272,7,17,Male,68,8.28,62,95,27,0,3,3,4.6,Yes,Yes,Yes,No,7,5.4,6,0
S00273,2,22,Female,70,5.89,57,99,10,1,7,3,6.0,Yes,Yes,No,Yes,6,5.6,46,1
S00274,5,21,Male,97,6.32,69,35,9,2,3,6,4.5,Yes,Yes,Yes,No,5,4.6,29,0
S00275,2,18,Female,76,9.72,82,78,23,0,6,4,7.3,No,Yes,No,No,5,4.5,42,0
S00276,5,23,Female,66,7.45,56,77,17,0,8,2,6.8,No,Yes,No,No,4,6.2,50,0
S00277,5,24,Male,61,7.5,92,35,5,4,2,6,7.5,Yes,Yes,Yes,No,6,5.0,22,1
S00278,5,24,Female,72,7.7,66,62,7,1,2,4,7.3,Yes,Yes,No,No,2,2.3,42,0
S00279,7,21,Male,57,5.94,67,58,29,0,4,7,6.8,Yes,Yes,No,No,5,1.0,74,1
S00280,3,18,Male,75,6.07,63,80,8,0,5,3,6.8,Yes,Yes,Yes,Yes,5,5.8,26,0
S00281,6,24,Female,49,7.0,89,83,24,1,3,8,6.2,No,Yes,No,No,7,6.8,77,0
S00282,5,23,Female,69,5.56,61,62,9,3,2,8,6.9,Yes,Yes,Yes,No,7,2.5,26,0
S00283,2,19,Female,97,7.81,67,96,22,3,5,9,6.6,Yes,No,Yes,Yes,6,7.0,31,0
S00284,4,17,Female,65,6.74,100,96,12,3,5,6,6.4,Yes,Yes,Yes,No,3,5.5,58,0
S00285,4,17,Male,77,8.13,63,99,17,0,4,5,9.2,Yes,Yes,Yes,Yes,3,6.5,35,0
S00286,8,21,Male,46,6.22,77,87,14,3,7,5,7.1,Yes,Yes,Yes,No,7,4.7,31,1
S00287,2,18,Female,58,5.4,33,67,22,4,3,5,7.9,Yes,Yes,No,No,5,3.9,11,1
S00288,6,19,Male,93,8.56,73,50,6,0,1,8,5.8,Yes,Yes,Yes,No,6,6.9,26,0
S00289,5,19,Male,65,7.83,100,82,10,2,6,7,7.9,No,Yes,Yes,No,7,8.3,38,0
S00290,1,17,Female,75,6.39,60,77,21,3,10,6,6.8,Yes,Yes,No,Yes,6,6.4,35,0
S00291,6,18,Male,73,5.9,45,63,10,0,2,6,4.9,Yes,Yes,Yes,No,6,3.4,23,0
S00292,1,23,Female,78,6.26,77,85,19,0,2,6,7.9,Yes,Yes,Yes,No,6,5.7,71,0
S00293,3,24,Male,84,6.57,58,95,22,0,3,6,8.2,Yes,Yes,Yes,Yes,8,7.1,58,0
S00294,2,21,Male,73,7.97,50,76,16,2,3,3,5.7,Yes,Yes,No,Yes,4,9.4,24,1
S00295,7,24,Male,64,9.5,51,59,12,1,1,6,7.9,No,Yes,Yes,No,6,5.3,36,0
S00296,2,21,Male,77,8.85,100,73,9,1,6,3,8.4,No,Yes,No,No,6,11.4,40,0
S00297,4,24,Male,90,7.05,56,61,2,2,5,6,6.2,No,Yes,No,Yes,10,9.7,0,0
S00298,6,18,Female,77,8.08,40,58,23,0,5,7,8.4,Yes,Yes,No,Yes,4,7.1,16,0
S00299,1,23,Male,84,8.35,76,54,5,2,9,2,7.2,No,Yes,No,No,5,5.9,17,1
S00300,8,22,Female,84,6.29,76,69,11,0,5,3,7.2,Yes,Yes,No,Yes,6,8.3,27,0
S00301,3,22,Male,89,7.95,83,59,24,0,6,3,7.7,Yes,Yes,Yes,Yes,6,4.8,42,0
S00302,3,17,Male,77,7.43,65,56,15,3,1,4,6.8,Yes,Yes,Yes,Yes,6,6.4,18,0
S00303,5,23,Female,57,5.44,76,87,26,1,3,3,7.0,Yes,Yes,Yes,No,7,5.9,57,1
S00304,2,18,Female,78,7.73,52,69,8,1,4,7,8.3,No,Yes,Yes,No,4,3.9,0,0
S00305,7,22,Male,76,9.34,59,40,8,0,6,7,6.3,Yes,Yes,Yes,No,5,9.1,53,0
S00306,7,19,Female,76,7.02,82,58,6,1,6,6,8.2,No,Yes,No,No,7,4.7,59,0
S00307,2,21,Female,75,6.58,71,76,13,1,3,8,7.8,Yes,Yes,No,Yes,6,2.7,27,0
S00308,5,23,Female,67,5.79,54,51,27,0,8,5,7.5,No,Yes,Yes,No,3,3.4,6,1
S00309,2,23,Female,73,8.77,56,83,5,0,7,7,8.8,Yes,No,Yes,No,6,4.9,66,0
S00310,3,22,Female,67,7.76,49,53,27,3,3,4,7.9,Yes,Yes,No,No,4,4.6,0,1
S00311,1,24,Female,87,5.76,59,71,9,1,4,3,6.0,Yes,Yes,Yes,Yes,5,5.8,0,0
S00312,6,17,Female,73,7.12,74,92,7,1,4,8,7.8,Yes,No,No,Yes,6,6.5,26,0
S00313,2,18,Female,74,9.09,59,57,14,0,6,4,5.0,No,Yes,No,No,5,4.5,0,0
S00314,4,17,Male,100,7.28,88,77,15,1,5,7,7.1,Yes,Yes,No,No,4,9.9,13,0
S00315,8,20,Female,87,7.53,81,68,14,1,5,5,7.2,Yes,Yes,Yes,No,2,6.7,46,0
S00316,5,18,Female,75,7.89,85,63,23,0,8,4,6.8,Yes,No,No,No,5,4.5,63,0
S00317,2,24,Male,85,7.25,67,41,19,1,2,5,6.7,Yes,Yes,No,Yes,5,7.0,0,0
S00318,2,22,Male,72,6.56,62,76,18,3,4,5,5.7,Yes,Yes,Yes,No,9,3.0,28,0
S00319,1,18,Female,85,8.92,86,83,31,0,8,9,7.2,Yes,Yes,No,No,3,6.1,66,0
S00320,8,18,Male,56,5.29,74,74,7,0,3,2,6.7,No,No,Yes,Yes,9,7.4,0,1
S00321,7,18,Male,72,7.72,56,66,11,0,3,3,6.1,Yes,Yes,No,No,4,4.3,0,0
S00322,8,22,Female,83,7.8,50,99,29,1,2,6,8.3,Yes,Yes,Yes,No,8,6.3,40,0
S00323,7,18,Female,83,8.14,56,66,14,0,4,2,6.3,Yes,Yes,No,No,7,3.4,23,0
S00324,8,22,Male,92,8.86,72,72,7,0,5,5,7.6,Yes,Yes,No,No,6,4.6,3,0
S00325,4,18,Male,65,6.61,59,56,13,0,3,6,6.6,Yes,Yes,Yes,Yes,6,3.9,24,0
S00326,1,20,Male,78,6.41,100,50,22,1,8,6,6.2,Yes,Yes,Yes,No,3,3.5,31,0
S00327,1,22,Male,79,9.99,62,82,20,2,3,2,8.8,No,Yes,No,Yes,2,5.7,17,0
S00328,8,22,Female,98,5.67,76,57,21,0,4,5,6.0,Yes,Yes,Yes,No,10,6.6,0,0
S00329,7,24,Male,74,7.12,54,76,15,0,5,4,6.4,Yes,Yes,Yes,No,7,6.8,16,0
S00330,5,24,Female,79,8.13,70,59,1,1,2,9,6.9,Yes,Yes,Yes,No,4,4.9,60,0
S00331,6,19,Male,76,6.97,65,95,26,1,2,8,6.0,Yes,Yes,Yes,No,6,3.9,29,0
S00332,5,19,Male,71,6.7,54,57,8,1,4,3,7.0,No,No,Yes,No,7,6.5,32,0
S00333,7,20,Male,70,7.14,59,48,1,0,6,9,5.5,Yes,Yes,No,No,5,3.6,20,0
S00334,3,23,Male,88,6.55,89,80,17,0,3,6,8.5,Yes,Yes,No,No,7,3.7,0,0
S00335,3,24,Female,74,5.0,76,79,24,0,7,6,7.2,No,Yes,No,No,4,4.9,0,0
S00336,7,19,Female,88,7.45,46,82,13,1,5,3,8.4,Yes,Yes,Yes,No,3,9.0,48,0
S00337,4,17,Female,57,7.85,87,93,13,0,4,5,5.2,Yes,Yes,Yes,Yes,4,6.1,44,0
S00338,6,18,Male,62,7.82,94,98,15,0,2,7,5.7,Yes,No,Yes,No,3,5.5,0,0
S00339,6,20,Female,99,7.38,86,44,14,1,5,4,8.1,Yes,Yes,Yes,No,9,5.2,70,0
S00340,5,18,Female,60,6.72,73,67,1,0,4,7,6.1,No,Yes,Yes,Yes,8,3.8,20,1
S00341,5,24,Female,90,7.05,55,58,20,4,4,5,6.7,Yes,Yes,No,No,5,3.9,59,0
S00342,4,21,Female,78,8.12,72,90,19,1,4,4,6.1,Yes,Yes,No,No,3,6.2,23,0
S00343,1,19,Female,69,6.65,82,70,10,0,1,2,6.3,Yes,Yes,No,No,6,5.5,8,0
S00344,1,21,Female,72,7.89,71,66,21,2,6,6,7.1,Yes,Yes,No,Yes,4,7.1,26,0
S00345,4,18,Male,58,9.45,89,60,11,0,2,6,6.5,Yes,Yes,No,Yes,5,6.3,57,0
S00346,2,17,Female,76,6.75,65,55,8,0,3,4,5.6,Yes,Yes,Yes,Yes,6,7.1,52,0
S00347,4,24,Female,74,7.0,75,69,28,1,4,2,5.8,Yes,Yes,No,No,5,8.7,53,0
S00348,8,20,Female,96,8.47,78,82,8,2,3,6,6.3,Yes,Yes,Yes,Yes,5,4.5,20,0
S00349,6,17,Male,70,8.32,71,50,14,0,4,5,7.8,Yes,Yes,No,No,6,4.9,27,0
S00350,2,23,Female,97,7.42,76,61,7,1,8,5,7.0,Yes,Yes,Yes,No,7,5.8,44,0
S00351,7,19,Male,97,6.88,48,69,16,0,3,3,7.4,Yes,Yes,No,Yes,4,1.5,62,0
S00352,1,21,Male,73,7.15,59,75,3,0,4,3,8.0,No,Yes,Yes,No,8,5.8,28,0
S00353,4,22,Female,94,5.38,67,77,14,0,7,4,6.0,Yes,No,Yes,No,9,4.7,42,0
S00354,8,24,Male,65,5.89,83,87,14,1,3,4,6.8,No,Yes,No,No,2,3.4,41,0
S00355,8,18,Male,72,4.38,62,74,22,2,5,6,7.9,Yes,No,Yes,No,6,4.2,41,0
S00356,5,22,Male,55,6.28,92,97,13,1,5,3,5.6,Yes,Yes,Yes,No,6,5.4,27,0
S00357,7,18,Male,92,7.49,82,79,18,0,2,5,5.7,Yes,Yes,Yes,No,9,6.0,10,0
S00358,3,20,Male,92,6.48,84,61,17,0,4,6,6.0,Yes,Yes,Yes,No,7,6.8,56,0
S00359,5,17,Female,92,5.43,85,47,29,2,6,3,7.5,Yes,No,No,No,5,4.1,40,1
S00360,2,21,Male,91,7.66,75,82,10,2,3,5,6.8,No,Yes,Yes,Yes,7,6.1,59,0
S00361,5,24,Female,88,7.63,78,82,11,3,6,6,7.2,Yes,Yes,Yes,Yes,4,8.0,30,0
S00362,1,21,Male,73,5.23,61,69,6,1,5,5,5.6,Yes,Yes,No,No,5,4.5,29,1
S00363,8,21,Female,98,6.64,54,86,14,5,10,6,6.5,Yes,Yes,No,No,6,5.0,59,0
S00364,5,19,Male,81,7.63,86,78,13,4,4,6,7.0,Yes,Yes,No,No,6,7.1,36,0
S00365,2,21,Female,100,6.5,52,88,12,1,7,4,7.5,No,Yes,Yes,No,5,7.1,21,0
S00366,6,19,Male,64,4.79,100,55,20,3,6,5,5.8,No,Yes,Yes,Yes,7,4.9,55,1
S00367,2,20,Female,65,6.69,71,92,23,1,8,7,7.2,No,Yes,Yes,No,3,6.1,33,0
S00368,7,21,Male,81,8.34,56,100,31,0,4,6,6.3,Yes,Yes,No,No,4,9.0,34,0
S00369,3,24,Female,80,6.42,51,100,13,1,4,3,6.8,Yes,Yes,No,No,3,5.9,39,0
S00370,8,20,Female,72,8.22,36,100,16,1,6,4,6.6,Yes,Yes,Yes,Yes,5,8.5,34,0
S00371,2,24,Male,63,8.04,68,51,12,0,5,7,5.9,Yes,Yes,No,Yes,2,3.5,58,1
S00372,1,20,Male,66,7.3,75,65,11,0,1,9,8.1,Yes,Yes,Yes,No,7,8.9,19,0
S00373,5,17,Female,64,6.56,69,78,25,1,3,9,7.6,Yes,Yes,Yes,No,3,4.2,10,0
S00374,1,21,Male,88,6.32,30,81,17,0,1,5,6.7,Yes,Yes,Yes,Yes,6,10.2,31,0
S00375,8,22,Male,82,7.54,75,71,9,0,4,5,5.9,No,Yes,No,No,9,8.3,55,0
S00376,7,22,Female,69,7.17,65,82,14,1,2,5,8.6,Yes,Yes,No,No,5,5.4,71,0
S00377,4,21,Female,84,7.82,60,99,25,0,3,10,6.9,Yes,Yes,Yes,No,3,10.1,40,0
S00378,4,18,Female,79,8.37,88,61,27,2,5,7,5.9,Yes,Yes,No,No,4,6.6,45,0
S00379,5,18,Male,94,7.23,75,75,12,1,5,6,6.3,Yes,Yes,No,No,8,7.3,40,0
S00380,1,23,Female,89,7.78,77,56,13,1,1,3,6.4,Yes,Yes,Yes,No,4,7.5,14,0
S00381,1,20,Female,93,7.64,67,73,10,0,2,1,7.9,No,Yes,No,Yes,4,1.0,23,0
S00382,6,17,Male,76,8.93,91,69,1,3,5,5,7.9,Yes,Yes,Yes,Yes,7,6.7,38,0
S00383,5,22,Female,73,6.1,64,53,7,0,5,3,6.2,No,Yes,No,No,7,3.4,35,1
S00384,2,18,Female,78,7.09,82,43,4,0,6,5,5.9,Yes,Yes,Yes,Yes,6,8.4,60,1
S00385,6,24,Male,81,8.02,56,80,24,2,6,3,7.2,Yes,Yes,No,No,6,4.0,18,0
S00386,4,24,Female,75,7.72,62,94,12,0,4,4,5.8,Yes,Yes,Yes,Yes,4,9.5,16,0
S00387,8,22,Female,73,7.24,74,73,11,1,4,6,6.4,No,Yes,No,No,1,5.1,35,0
S00388,5,18,Female,69,7.57,63,82,4,0,3,9,7.4,No,Yes,No,No,3,4.9,34,0
S00389,1,20,Female,79,6.91,72,63,31,2,5,7,6.1,Yes,Yes,Yes,Yes,5,5.6,11,0
S00390,4,21,Male,82,7.69,53,82,8,2,4,3,8.2,Yes,Yes,Yes,No,4,3.1,13,0
S00391,3,23,Female,95,8.28,54,60,17,1,5,4,8.9,No,Yes,No,No,7,9.5,27,0
S00392,5,18,Female,71,7.35,36,88,24,0,7,6,6.4,Yes,Yes,No,No,2,8.5,7,0
S00393,1,20,Male,74,5.82,79,85,26,2,8,4,7.2,Yes,Yes,No,No,5,5.5,45,1
S00394,6,19,Female,91,6.3,62,55,17,1,6,5,8.2,Yes,Yes,No,No,9,2.9,26,0
S00395,2,22,Male,44,7.14,72,50,11,2,5,7,6.5,Yes,Yes,No,Yes,7,7.1,67,1
S00396,7,22,Male,86,7.87,68,50,25,3,5,4,6.6,Yes,Yes,No,No,4,3.6,62,0
S00397,2,18,Female,88,8.29,79,85,10,1,8,4,8.6,Yes,Yes,Yes,No,7,2.3,31,0
S00398,1,21,Female,79,8.22,82,67,10,1,5,6,6.9,Yes,Yes,Yes,No,5,2.6,46,0
S00399,8,18,Female,90,7.99,55,63,12,0,5,7,6.6,Yes,Yes,Yes,No,6,5.0,32,0
S00400,8,22,Male,79,9.0,87,87,5,1,3,5,7.3,Yes,Yes,No,No,7,5.7,57,0
S00401,7,18,Male,80,7.87,64,95,3,4,6,5,8.6,Yes,Yes,Yes,No,4,8.8,51,1
S00402,6,17,Female,94,6.39,89,79,2,1,6,7,6.1,No,Yes,No,No,7,6.0,24,0
S00403,3,22,Female,90,6.74,55,80,10,0,4,5,5.8,Yes,No,No,No,8,5.6,11,0
S00404,8,22,Male,100,7.24,100,100,11,0,8,7,8.0,No,No,Yes,No,6,5.1,17,0
S00405,5,21,Female,82,6.64,74,79,13,1,5,5,6.7,No,Yes,Yes,No,6,6.6,9,0
S00406,6,24,Female,81,7.67,83,50,25,0,1,3,6.5,Yes,Yes,No,Yes,4,7.3,64,0
S00407,8,22,Male,66,7.45,63,56,15,0,6,5,7.3,Yes,Yes,Yes,Yes,7,7.9,15,0
S00408,4,17,Male,96,4.6,89,74,5,0,3,9,5.8,Yes,Yes,No,Yes,5,6.6,35,0
S00409,7,23,Male,78,6.88,100,79,13,2,4,7,8.1,No,Yes,No,No,3,6.3,24,0
S00410,2,24,Male,100,7.52,70,92,18,1,4,5,7.9,Yes,Yes,Yes,No,7,4.6,30,0
S00411,4,20,Female,79,9.77,71,55,9,0,6,5,7.8,Yes,Yes,Yes,No,5,7.3,32,0
S00412,2,24,Female,86,7.54,70,89,19,0,4,5,5.4,Yes,Yes,Yes,No,6,2.8,64,0
S00413,5,19,Female,72,6.51,93,94,12,0,4,4,7.6,No,Yes,Yes,No,6,4.1,2,0
S00414,2,17,Female,67,6.99,86,63,8,3,2,8,6.9,Yes,No,Yes,No,4,2.4,17,0
S00415,3,18,Male,99,7.62,83,100,1,1,5,3,5.3,Yes,No,No,No,8,4.7,51,0
S00416,7,20,Male,96,6.75,78,77,7,3,5,8,6.1,No,Yes,Yes,No,5,8.0,47,0
S00417,6,22,Female,78,7.17,72,79,15,0,3,5,8.0,Yes,Yes,No,No,3,7.2,13,0
S00418,2,24,Male,78,6.18,47,42,8,0,6,5,6.4,Yes,No,Yes,Yes,9,6.2,44,1
S00419,8,22,Male,96,6.1,65,75,5,1,1,3,6.2,Yes,Yes,Yes,No,6,8.1,44,0
S00420,6,18,Male,79,6.35,80,78,5,0,2,7,6.5,Yes,Yes,No,Yes,6,5.5,36,0
S00421,8,17,Male,99,7.19,67,69,13,2,2,4,6.2,Yes,Yes,No,No,2,6.3,68,0
S00422,3,24,Male,82,8.24,42,78,3,3,5,2,7.9,Yes,Yes,Yes,No,6,1.3,80,1
S00423,2,23,Male,81,6.51,88,78,2,0,2,9,7.8,Yes,Yes,Yes,Yes,4,3.4,45,0
S00424,2,19,Male,83,6.05,92,54,16,1,6,5,6.4,Yes,No,Yes,Yes,5,2.5,64,0
S00425,6,24,Male,94,7.1,100,75,10,1,5,8,6.2,No,Yes,No,Yes,7,4.9,19,0
S00426,3,17,Male,68,4.54,57,97,1,0,3,4,8.5,No,Yes,Yes,No,9,3.9,15,1
S00427,2,19,Female,63,8.83,53,50,5,1,6,8,8.5,Yes,Yes,No,Yes,6,6.6,49,1
S00428,7,23,Female,65,7.07,77,61,15,0,1,4,6.5,Yes,Yes,No,Yes,4,1.8,51,0
S00429,8,21,Female,78,7.36,78,77,12,0,4,3,6.2,Yes,Yes,No,No,6,4.9,37,0
S00430,7,23,Male,99,8.59,83,87,9,0,2,4,7.5,Yes,Yes,Yes,No,10,6.9,78,0
S00431,5,20,Male,65,7.58,51,71,19,1,2,7,6.1,No,Yes,No,Yes,5,6.0,20,0
S00432,4,20,Male,87,8.96,68,40,12,1,1,3,5.2,Yes,Yes,No,No,9,6.1,13,0
S00433,6,17,Male,82,7.99,78,63,8,0,5,7,6.3,Yes,Yes,Yes,No,6,7.9,17,0
S00434,7,21,Female,81,8.45,75,37,2,3,6,5,6.8,Yes,Yes,Yes,Yes,5,6.0,24,1
S00435,1,24,Male,71,8.31,63,80,14,0,3,4,7.2,Yes,Yes,Yes,No,7,8.9,26,0
S00436,2,17,Male,92,8.85,94,91,17,0,4,5,6.9,Yes,Yes,Yes,No,2,5.9,63,0
S00437,5,23,Male,77,8.16,60,88,27,2,3,5,7.5,Yes,Yes,No,No,6,3.6,48,0
S00438,4,20,Male,81,6.19,74,65,36,3,6,5,6.4,Yes,Yes,No,Yes,6,10.4,37,0
S00439,8,18,Male,79,6.97,88,100,13,4,1,8,8.5,Yes,Yes,Yes,Yes,8,5.3,31,0
S00440,5,20,Female,72,8.41,76,35,16,0,7,6,8.4,Yes,Yes,No,Yes,5,5.1,21,0
S00441,3,24,Female,72,5.86,97,99,17,1,2,7,7.0,Yes,Yes,No,No,4,4.5,56,0
S00442,7,23,Female,71,9.69,68,57,17,1,5,9,6.1,No,No,No,Yes,5,3.0,29,0
S00443,5,24,Female,56,7.61,95,85,16,0,1,2,6.2,Yes,Yes,No,No,7,4.1,19,0
S00444,7,20,Female,70,7.21,65,73,13,2,5,7,6.8,Yes,Yes,Yes,Yes,8,7.4,42,0
S00445,2,18,Male,54,7.72,69,82,11,0,1,4,7.7,Yes,Yes,No,No,7,3.0,52,0
S00446,5,20,Female,63,7.79,59,63,17,1,4,7,5.6,Yes,Yes,No,No,5,7.7,65,0
S00447,1,23,Male,66,8.6,62,88,13,0,4,5,5.3,Yes,Yes,No,No,3,2.5,25,0
S00448,5,17,Male,70,7.47,65,81,15,1,5,7,5.0,Yes,Yes,Yes,No,9,5.5,0,0
S00449,2,17,Male,93,7.38,63,44,14,2,5,4,5.9,Yes,Yes,No,No,5,8.1,32,0
S00450,6,22,Male,63,7.63,77,80,28,2,5,7,7.1,Yes,Yes,No,Yes,8,4.7,48,0
S00451,8,24,Male,74,7.54,92,82,16,1,6,7,6.2,Yes,Yes,Yes,No,6,6.2,39,0
S00452,2,20,Female,82,6.82,70,62,19,2,6,4,6.3,Yes,Yes,Yes,No,6,7.4,22,0
S00453,4,17,Male,85,5.8,70,88,18,1,3,6,6.7,Yes,Yes,Yes,Yes,7,3.2,14,0
S00454,3,17,Male,71,7.84,42,78,23,3,3,4,6.4,Yes,Yes,Yes,No,4,5.1,31,0
S00455,1,19,Male,65,8.77,34,66,13,0,3,5,8.0,No,Yes,Yes,No,2,3.0,22,0
S00456,5,19,Female,91,7.31,53,83,30,2,3,8,7.6,No,Yes,No,No,1,3.9,33,0
S00457,3,23,Male,88,6.2,70,89,13,1,4,3,5.9,Yes,Yes,Yes,No,5,1.0,52,0
S00458,5,23,Female,65,4.59,74,86,1,1,3,3,7.4,Yes,Yes,Yes,Yes,2,4.1,45,1
S00459,4,21,Female,77,6.09,53,56,15,0,1,6,5.7,Yes,Yes,No,Yes,3,4.9,36,0
S00460,8,23,Female,94,6.5,43,100,17,0,3,6,6.6,Yes,Yes,No,No,3,3.5,35,0
S00461,8,19,Female,58,7.06,83,70,9,1,5,7,7.2,Yes,Yes,No,No,5,7.1,14,0
S00462,1,22,Female,81,6.86,64,60,9,3,4,4,6.5,No,Yes,No,Yes,7,4.1,40,0
S00463,4,23,Male,70,6.2,89,89,9,2,6,6,7.1,Yes,Yes,No,No,7,3.9,51,0
S00464,1,22,Male,64,7.91,94,85,3,2,4,6,7.0,Yes,Yes,Yes,No,8,7.4,25,0
S00465,6,19,Male,77,6.63,81,92,5,3,4,6,6.6,Yes,Yes,Yes,No,7,5.9,53,0
S00466,6,18,Female,58,7.99,71,99,15,0,3,5,6.1,Yes,Yes,No,No,5,5.8,55,0
S00467,4,22,Female,72,6.97,43,74,19,2,2,5,8.0,Yes,Yes,Yes,No,5,7.0,17,0
S00468,6,19,Female,95,7.66,45,57,14,1,4,6,6.1,Yes,Yes,No,Yes,3,6.7,43,0
S00469,8,20,Female,84,7.51,68,57,9,0,4,8,6.9,No,Yes,Yes,No,4,5.5,36,0
S00470,3,22,Female,86,5.37,84,84,18,1,2,3,7.7,Yes,Yes,No,No,6,5.9,46,0
S00471,8,23,Female,90,7.23,87,72,20,1,2,7,6.9,Yes,Yes,Yes,No,6,9.3,30,0
S00472,7,21,Male,67,6.9,67,68,5,3,5,6,7.7,Yes,Yes,Yes,Yes,6,6.2,55,0
S00473,8,22,Male,65,7.52,81,67,13,0,6,6,7.8,No,Yes,Yes,Yes,7,2.5,11,0
S00474,5,19,Male,58,7.75,71,45,24,0,8,2,8.5,Yes,Yes,No,No,5,7.6,24,1
S00475,3,17,Male,85,6.91,50,76,17,0,4,6,7.4,No,Yes,Yes,No,10,10.7,25,0
S00476,4,21,Female,65,8.4,56,76,23,1,5,6,7.7,Yes,No,No,No,8,5.8,17,0
S00477,7,19,Male,50,4.54,48,56,2,0,3,9,6.5,Yes,Yes,No,No,3,5.1,60,1
S00478,2,22,Female,78,8.56,69,76,14,1,3,7,9.3,Yes,Yes,Yes,Yes,7,11.3,0,0
S00479,8,22,Female,67,7.77,78,71,22,1,6,4,6.6,Yes,Yes,Yes,No,6,4.4,3,0
S00480,6,24,Female,82,5.74,78,68,14,2,1,4,5.5,Yes,Yes,No,No,6,6.0,0,0
S00481,3,21,Female,81,7.31,76,61,14,2,5,7,7.0,Yes,Yes,Yes,No,5,5.1,41,0
S00482,5,19,Male,60,6.43,72,55,20,3,7,8,5.7,Yes,Yes,No,Yes,4,6.5,1,1
S00483,6,20,Female,48,6.35,100,86,16,3,7,8,7.9,No,Yes,No,Yes,6,5.1,28,1
S00484,8,17,Female,78,6.16,77,64,10,1,3,9,4.0,Yes,Yes,No,No,6,8.7,22,0
S00485,6,21,Male,71,7.25,77,84,22,0,6,4,4.8,No,Yes,No,No,6,8.6,10,0
S00486,7,19,Female,87,7.5,56,60,27,0,1,7,7.5,Yes,Yes,No,Yes,7,4.4,73,0
S00487,6,24,Female,66,5.29,75,66,21,1,3,5,6.6,No,Yes,Yes,No,6,4.0,30,0
S00488,1,19,Female,62,10.0,66,71,18,3,5,9,7.1,Yes,Yes,No,No,3,4.0,17,0
S00489,4,17,Female,81,7.78,59,89,18,1,4,8,6.0,Yes,Yes,Yes,Yes,4,6.1,26,0
S00490,6,20,Female,87,7.22,77,74,20,0,8,8,5.6,Yes,Yes,Yes,No,9,7.3,22,0
